CHROMOSOME	START	END	ELEMENT	SYMBOL
14	77335029	77377094	ENSG00000100580	TMED8
14	105172938	105181323	ENSG00000183828	NUDT14
14	100487544	100487787	ENSG00000253075	RN7SKP92
14	28264390	28265974	ENSG00000197358	BNIP3P1
14	28489910	28490362	ENSG00000240179	RPL26P3
14	28829881	28968400	ENSG00000258038	LINC02327
14	28875404	29064993	ENSG00000257523	LINC02326
14	28982303	28982410	ENSG00000252065	RNU6-864P
14	29476784	29476912	ENSG00000212518	RNU11-5P
14	29811916	29812018	ENSG00000252686	RNU6-1234P
14	64513952	64540368	ENSG00000259116	HSPA2-AS1
14	64549920	64589381	ENSG00000165807	PPP1R36
14	64600243	64601644	ENSG00000259010	NUP50P1
14	64704102	64750249	ENSG00000126822	PLEKHG3
14	64746283	64879907	ENSG00000070182	SPTB
14	64785626	64785686	ENSG00000284269	MIR7855
14	77274956	77320883	ENSG00000009830	POMT2
14	20138820	20145471	ENSG00000184394	OR4N5
14	104769349	104795751	ENSG00000142208	AKT1
14	21653835	21667642	ENSG00000221977	OR4E2
14	31014646	31014742	ENSG00000207952	MIR624
14	105248533	105251093	ENSG00000184887	BTBD6
14	20239286	20244349	ENSG00000176198	OR11H4
14	50532509	50634017	ENSG00000198513	ATL1
14	30874514	30895065	ENSG00000100473	COCH
14	30893799	31026401	ENSG00000196792	STRN3
14	30964347	30964622	ENSG00000258886	HIGD1AP17
14	31111569	31112239	ENSG00000258640	RPL21P5
14	31142939	31143048	ENSG00000207440	RNU6-541P
14	68874128	68979440	ENSG00000072110	ACTN1
14	31025106	31130996	ENSG00000100478	AP4S1
14	85385927	85388765	ENSG00000258814	LINC02329
14	85393828	85420550	ENSG00000259107	LINC00911
14	85530144	85654428	ENSG00000185070	FLRT2
14	72516820	72516898	ENSG00000273830	MIR7843
14	96501433	96567116	ENSG00000090060	PAPOLA
14	73275107	73458617	ENSG00000133961	NUMB
14	64914361	64944591	ENSG00000258289	CHURC1
14	39114285	39136973	ENSG00000092208	GEMIN2
14	72609034	72894101	ENSG00000205683	DPF3
14	19920607	19921578	ENSG00000176281	OR4K5
14	18601117	18602097	ENSG00000257115	OR11H12
14	20190896	20201075	ENSG00000196832	OR11G2
14	104138587	104180894	ENSG00000066735	KIF26A
14	23321457	23326163	ENSG00000100836	PABPN1
14	21667886	21673818	ENSG00000276240	OR4E1
14	24439766	24442905	ENSG00000100445	SDR39U1
14	77265483	77271206	ENSG00000165553	NGB
14	19712904	19714332	ENSG00000258453	OR11H2
14	46839629	47675605	ENSG00000139915	MDGA2
14	20891385	20892348	ENSG00000169397	RNASE3
14	21768489	21769080	ENSG00000211780	TRAV6
14	21782993	21783503	ENSG00000211781	TRAV7
14	21797287	21797886	ENSG00000211782	TRAV8-1
14	21811502	21811977	ENSG00000211783	TRAV9-1
14	21825472	21826075	ENSG00000211784	TRAV10
14	21829539	21830070	ENSG00000256474	TRAV11
14	21841240	21841774	ENSG00000211785	TRAV12-1
14	21846537	21847221	ENSG00000211786	TRAV8-2
14	21852558	21853006	ENSG00000211787	TRAV8-3
14	21868839	21869365	ENSG00000211788	TRAV13-1
14	21887857	21888502	ENSG00000211789	TRAV12-2
14	21894433	21895030	ENSG00000211790	TRAV8-4
14	21903077	21904598	ENSG00000256379	TRAV8-5
14	21918188	21918756	ENSG00000211791	TRAV13-2
14	21924063	21924651	ENSG00000211792	TRAV14DV4
14	21941128	21941657	ENSG00000211793	TRAV9-2
14	21950406	21950654	ENSG00000258482	TRAV15
14	21965451	21966061	ENSG00000211794	TRAV12-3
14	21978459	21979120	ENSG00000211795	TRAV8-6
14	21990496	21990938	ENSG00000211796	TRAV16
14	21997539	21998168	ENSG00000211797	TRAV17
14	22003106	22003673	ENSG00000211798	TRAV18
14	22007512	22008181	ENSG00000211799	TRAV19
14	22040594	22041153	ENSG00000211800	TRAV20
14	22052514	22053056	ENSG00000211801	TRAV21
14	22070557	22071208	ENSG00000211802	TRAV22
14	22086407	22086961	ENSG00000211803	TRAV23DV6
14	22096032	22096619	ENSG00000211804	TRDV1
14	22105343	22105846	ENSG00000211805	TRAV24
14	22112347	22113031	ENSG00000211806	TRAV25
14	22123318	22124285	ENSG00000211807	TRAV26-1
14	22132553	22133034	ENSG00000211808	TRAV8-7
14	22147995	22148633	ENSG00000211809	TRAV27
14	22155079	22155638	ENSG00000258835	TRAV28
14	22163238	22163870	ENSG00000211810	TRAV29DV5
14	22168429	22168988	ENSG00000259092	TRAV30
14	22177273	22177864	ENSG00000249048	TRAV31
14	22185562	22186057	ENSG00000258905	TRAV32
14	22190158	22190713	ENSG00000258812	TRAV33
14	22202583	22203368	ENSG00000211812	TRAV26-2
14	22207522	22208129	ENSG00000211813	TRAV34
14	22221896	22222475	ENSG00000211814	TRAV35
14	22226746	22227254	ENSG00000211815	TRAV36DV7
14	22265749	22266264	ENSG00000259068	TRAV37
14	22271968	22272563	ENSG00000211816	TRAV38-1
14	22281105	22281748	ENSG00000211817	TRAV38-2DV8
14	22304054	22304553	ENSG00000211818	TRAV39
14	22314490	22314919	ENSG00000211819	TRAV40
14	22320188	22320691	ENSG00000211820	TRAV41
14	105736343	105743071	ENSG00000211896	IGHG1
14	105764503	105771405	ENSG00000211897	IGHG3
14	105785505	105785831	ENSG00000270371	ATP6V1G1P1
14	105836765	105845677	ENSG00000211898	IGHD
14	105851705	105856218	ENSG00000211899	IGHM
14	105857513	105857572	ENSG00000265612	MIR4539
14	105858124	105858175	ENSG00000264024	MIR4507
14	105858165	105858242	ENSG00000263413	MIR4538
14	105859484	105859553	ENSG00000264781	MIR4537
14	105863198	105863258	ENSG00000211900	IGHJ6
14	105863416	105863465	ENSG00000237111	IGHJ3P
14	105863814	105863862	ENSG00000242472	IGHJ5
14	105864215	105864260	ENSG00000240041	IGHJ4
14	105864587	105864635	ENSG00000242887	IGHJ3
14	105864793	105864852	ENSG00000237547	IGHJ2P
14	105865199	105865250	ENSG00000211904	IGHJ2
14	105865407	105865458	ENSG00000211905	IGHJ1
14	105865551	105865561	ENSG00000236597	IGHD7-27
14	105865624	105865678	ENSG00000227335	IGHJ1P
14	105881034	105881053	ENSG00000211907	IGHD1-26
14	105881539	105881556	ENSG00000225825	IGHD6-25
14	105883903	105883922	ENSG00000211909	IGHD5-24
14	105884870	105884888	ENSG00000227196	IGHD4-23
14	105886031	105886061	ENSG00000211911	IGHD3-22
14	105888551	105888578	ENSG00000211912	IGHD2-21
14	105891191	105891207	ENSG00000237020	IGHD1-20
14	105891699	105891719	ENSG00000211914	IGHD6-19
14	105893542	105893561	ENSG00000211915	IGHD5-18
14	105894508	105894523	ENSG00000227800	IGHD4-17
14	105895634	105895670	ENSG00000211917	IGHD3-16
14	105897957	105897987	ENSG00000211918	IGHD2-15
14	105900638	105900654	ENSG00000227108	IGHD1-14
14	105901142	105901162	ENSG00000211920	IGHD6-13
14	105902649	105902671	ENSG00000211921	IGHD5-12
14	105903616	105903631	ENSG00000232543	IGHD4-11
14	105904497	105904527	ENSG00000211923	IGHD3-10
14	105904681	105904711	ENSG00000211924	IGHD3-9
14	105907211	105907241	ENSG00000211925	IGHD2-8
14	105909907	105909923	ENSG00000237197	IGHD1-7
14	105910410	105910427	ENSG00000228131	IGHD6-6
14	105912257	105912276	ENSG00000211928	IGHD5-5
14	105913222	105913237	ENSG00000233655	IGHD4-4
14	105914359	105914389	ENSG00000211930	IGHD3-3
14	105916826	105916856	ENSG00000211931	IGHD2-2
14	105919502	105919518	ENSG00000236170	IGHD1-1
14	105939756	105940253	ENSG00000211933	IGHV6-1
14	105945210	105945389	ENSG00000254279	IGHVII-1-1
14	105969729	105972269	ENSG00000271968	ADAM6
14	105986582	105987083	ENSG00000211934	IGHV1-2
14	106001534	106001824	ENSG00000253780	IGHVIII-2-1
14	106005095	106005574	ENSG00000211935	IGHV1-3
14	106011922	106012420	ENSG00000276775	IGHV4-4
14	106025145	106025630	ENSG00000282122	IGHV7-4-1
14	106037902	106038365	ENSG00000211937	IGHV2-5
14	106039666	106039764	ENSG00000253387	IGHVIII-5-1
14	106045600	106045860	ENSG00000254053	IGHVIII-5-2
14	106055549	106055998	ENSG00000253763	IGHV3-6
14	106062151	106062683	ENSG00000211938	IGHV3-7
14	106636672	106636786	ENSG00000199480	RNA5SP389
14	106637718	106637973	ENSG00000254329	IGHVII-60-1
14	106639119	106639657	ENSG00000211970	IGHV4-61
14	106643142	106643585	ENSG00000253132	IGHV3-62
14	106650551	106650785	ENSG00000253747	IGHVII-62-1
14	106652237	106652681	ENSG00000253936	IGHV3-63
14	106657725	106658258	ENSG00000223648	IGHV3-64
14	106666092	106666532	ENSG00000253209	IGHV3-65
14	106671772	106672073	ENSG00000253169	IGHVII-65-1
14	106675017	106675544	ENSG00000211972	IGHV3-66
14	106680603	106681042	ENSG00000253274	IGHV1-67
14	106683395	106684350	ENSG00000223506	SLC20A1P1
14	106686517	106686562	ENSG00000253820	IGHVII-67-1
14	106687113	106687200	ENSG00000254036	IGHVIII-67-2
14	106692657	106692888	ENSG00000253635	IGHVIII-67-3
14	106695102	106695397	ENSG00000254052	IGHVIII-67-4
14	106703846	106704286	ENSG00000253703	IGHV1-68
14	106714684	106715181	ENSG00000211973	IGHV1-69
14	106723574	106724093	ENSG00000211974	IGHV2-70D
14	106728163	106728615	ENSG00000282600	IGHV3-69-1
14	106737110	106737547	ENSG00000281990	IGHV1-69-2
14	106762092	106762588	ENSG00000280411	IGHV1-69D
14	106770577	106771020	ENSG00000274576	IGHV2-70
14	106775157	106775618	ENSG00000254056	IGHV3-71
14	106790694	106791233	ENSG00000225698	IGHV3-72
14	106802694	106803233	ENSG00000211976	IGHV3-73
14	106810442	106811131	ENSG00000224650	IGHV3-74
14	106821174	106821414	ENSG00000254134	IGHVII-74-1
14	106823687	106824147	ENSG00000254176	IGHV3-75
14	106827869	106828163	ENSG00000253247	IGHV3-76
14	106831767	106832052	ENSG00000253310	IGHVIII-76-1
14	106850885	106850999	ENSG00000265929	MIR5195
14	106851123	106851417	ENSG00000211978	IGHV5-78
14	106865627	106865895	ENSG00000253674	IGHVII-78-1
14	106867660	106868092	ENSG00000275747	IGHV3-79
14	106872783	106873186	ENSG00000283906	IGHV4-80
14	106874583	106875071	ENSG00000211979	IGHV7-81
14	106879563	106879812	ENSG00000253303	IGHVIII-82
14	37197913	37552361	ENSG00000151338	MIPOL1
14	95407266	95516650	ENSG00000176438	SYNE3
14	74852871	74876154	ENSG00000119608	PROX2
14	71320449	71741229	ENSG00000197555	SIPA1L1
14	64503712	64533690	ENSG00000126804	ZBTB1
14	50975262	51096061	ENSG00000100505	TRIM9
14	61695513	61748259	ENSG00000100644	HIF1A
14	61707564	61751099	ENSG00000258667	HIF1A-AS3
14	61762420	61796428	ENSG00000023608	SNAPC1
14	61831861	61832369	ENSG00000258956	COX4I1P1
14	62134149	62139973	ENSG00000259142	LINC00644
14	24171853	24180257	ENSG00000100918	REC8
14	24070837	24078100	ENSG00000100884	CPNE6
14	23346314	23352912	ENSG00000092096	SLC22A17
14	100376418	100530303	ENSG00000176473	WDR25
14	93904730	93927066	ENSG00000258584	FAM181A-AS1
14	93934166	93976739	ENSG00000100628	ASB2
14	93987225	94008863	ENSG00000175699	CCDC197
14	94026340	94048930	ENSG00000089723	OTUB2
14	94081301	94103846	ENSG00000165948	IFI27L1
14	94127779	94130253	ENSG00000119632	IFI27L2
14	94146128	94279734	ENSG00000119698	PPP4R4
14	64535905	64546173	ENSG00000126803	HSPA2
14	36516392	36521149	ENSG00000136352	NKX2-1
14	56824375	56824656	ENSG00000243801	RN7SL461P
14	56824986	56825092	ENSG00000200818	RNU6-1204P
14	56799905	56816693	ENSG00000165588	OTX2
14	105049395	105065445	ENSG00000183484	GPR132
14	105140982	105168824	ENSG00000184916	JAG2
14	105150778	105150864	ENSG00000273778	MIR6765
14	105300563	105398147	ENSG00000179364	PACS2
14	105374618	105374971	ENSG00000242085	RPS20P33
14	105398538	105450106	ENSG00000226174	TEX22
14	105419820	105470729	ENSG00000182979	MTA1
14	105472962	105480162	ENSG00000182809	CRIP2
14	105486317	105488947	ENSG00000213145	CRIP1
14	105489855	105499575	ENSG00000185347	TEDC1
14	105526583	105530202	ENSG00000184986	TMEM121
14	105536861	105537239	ENSG00000230157	ATP5MC1P1
14	105546610	105549694	ENSG00000234402	ELK2BP
14	105583731	105588395	ENSG00000211890	IGHA2
14	105597691	105601728	ENSG00000211891	IGHE
14	105620506	105626066	ENSG00000211892	IGHG4
14	105621116	105621180	ENSG00000274172	MIR8071-1
14	105639559	105644790	ENSG00000211893	IGHG2
14	105640168	105640232	ENSG00000277030	MIR8071-2
14	105647924	105649057	ENSG00000253364	COPDA1
14	100537147	100587417	ENSG00000183092	BEGAIN
14	76710658	76761388	ENSG00000258569	VASH1-DT
14	76761468	76783015	ENSG00000071246	VASH1
14	76781733	76786724	ENSG00000258301	VASH1-AS1
14	76786009	76826246	ENSG00000013523	ANGEL1
14	76886377	76886750	ENSG00000241081	RPL22P2
14	76890263	76890613	ENSG00000223174	RN7SKP17
14	76967518	76967765	ENSG00000266553	RN7SL356P
14	77024543	77028708	ENSG00000119669	IRF2BPL
14	77041064	77069503	ENSG00000246548	LINC02288
14	77069169	77076392	ENSG00000258819	LINC02289
14	76826372	76870304	ENSG00000100565	LRRC74A
14	103519667	103522833	ENSG00000166165	CKB
14	103562960	103607523	ENSG00000256053	COA8
14	29576479	30191898	ENSG00000184304	PRKD1
14	50312324	50335558	ENSG00000125375	DMAC2L
14	80197526	80387757	ENSG00000211448	DIO2
14	59595976	59870776	ENSG00000139970	RTN1
14	54396849	54420218	ENSG00000100526	CDKN3
14	32076114	32159728	ENSG00000100852	ARHGAP5
14	21016763	21070872	ENSG00000165795	NDRG2
14	24630954	24634267	ENSG00000100453	GZMB
14	63761899	64226433	ENSG00000054654	SYNE2
14	103928456	104052667	ENSG00000156414	TDRD9
14	104865268	104896747	ENSG00000099814	CEP170B
14	23969874	24006408	ENSG00000187630	DHRS4L2
14	105209286	105315589	ENSG00000185024	BRF1
14	52004809	52069059	ENSG00000087303	NID2
14	23520857	23556192	ENSG00000136367	ZFHX2
14	23568038	23578790	ENSG00000092051	JPH4
14	91271323	91417844	ENSG00000015133	CCDC88C
14	24232422	24239242	ENSG00000100938	GMPR2
14	23047062	23057538	ENSG00000139880	CDH24
14	36298564	36320637	ENSG00000151332	MBIP
14	92044496	92106621	ENSG00000066427	ATXN3
14	94048287	94081202	ENSG00000089737	DDX24
14	61187559	61550976	ENSG00000027075	PRKCH
14	23125295	23183674	ENSG00000092068	SLC7A8
14	64939152	64942746	ENSG00000176153	GPX2
14	90396502	90408268	ENSG00000198668	CALM1
14	34515938	34539704	ENSG00000129518	EAPP
14	21209136	21269494	ENSG00000092199	HNRNPC
14	20110739	20122199	ENSG00000176230	OR4K17
14	39230231	39388513	ENSG00000150527	MIA2
14	24305187	24311430	ENSG00000136305	CIDEB
14	22598290	22612963	ENSG00000100439	ABHD4
14	59429022	59465380	ENSG00000181619	GPR135
14	51826195	51979342	ENSG00000186469	GNG2
14	88612431	88792953	ENSG00000165521	EML5
14	95866587	95925663	ENSG00000250366	TUNAR
14	73931501	73950414	ENSG00000156050	FAM161B
14	73949926	73963670	ENSG00000119723	COQ6
14	73958010	74019399	ENSG00000187097	ENTPD5
14	74019349	74082863	ENSG00000119636	BBOF1
14	74056847	74084492	ENSG00000119711	ALDH6A1
14	74174456	74174753	ENSG00000239910	RN7SL530P
14	74239449	74262738	ENSG00000119614	VSX2
14	74285269	74303055	ENSG00000119688	ABCD4
14	74303069	74360008	ENSG00000133980	VRTN
14	74305425	74306527	ENSG00000258737	SUB1P2
14	74377818	74378418	ENSG00000177776	RPS2P2
14	74084956	74201493	ENSG00000205659	LIN52
14	49677369	49677893	ENSG00000259155	STK16P1
14	49684544	49684665	ENSG00000221114	RNU6ATAC30P
14	49693105	49753150	ENSG00000197776	KLHDC1
14	49768130	49786385	ENSG00000165516	KLHDC2
14	49782083	49852821	ENSG00000165525	NEMF
14	49839725	49839827	ENSG00000252474	RNU6-539P
14	49853616	49853914	ENSG00000278771	RN7SL3
14	49862550	49862849	ENSG00000274012	RN7SL2
14	49901850	49901950	ENSG00000251929	RNU6-189P
14	49966399	49966511	ENSG00000278038	MIR6076
14	50050368	50051336	ENSG00000270788	PDLIM1P1
14	49893079	49897054	ENSG00000165527	ARF6
14	34694170	34694644	ENSG00000241582	RPL23AP8
14	34709113	34714823	ENSG00000165410	CFL2
14	34740336	34740833	ENSG00000243824	RPL12P6
14	34752731	34875647	ENSG00000198604	BAZ1A
14	34845300	34845360	ENSG00000251726	RNU7-41P
14	34874343	34876459	ENSG00000258738	BAZ1A-AS1
14	35085467	35122517	ENSG00000092020	PPP2R3C
14	35121846	35277622	ENSG00000100890	PRORP
14	35144021	35144480	ENSG00000241052	RPL23AP70
14	35157904	35159099	ENSG00000259090	SEPTIN7P1
14	35219023	35219283	ENSG00000282625	MRPL57P8
14	35222174	35222746	ENSG00000282308	DPRXP3
14	35235180	35235651	ENSG00000256243	RPL7AP3
14	35262462	35263036	ENSG00000240392	RPL9P3
14	35278633	35317493	ENSG00000100902	PSMA6
14	61811974	62112550	ENSG00000139973	SYT16
14	62117346	62130962	ENSG00000186369	LINC00643
14	19975591	19976565	ENSG00000169488	OR4K15
14	19999913	20004760	ENSG00000196383	OR4Q2
14	77426675	77457952	ENSG00000151445	VIPAS39
14	77457870	77469472	ENSG00000100591	AHSA1
14	77474394	77498816	ENSG00000100593	ISM2
14	77505997	77616637	ENSG00000100596	SPTLC2
14	77547566	77547846	ENSG00000240233	RN7SL587P
14	69183017	69214092	ENSG00000258957	GALNT16-AS1
14	69259277	69357033	ENSG00000100626	GALNT16
14	69380128	69398299	ENSG00000100632	ERH
14	69398015	69462390	ENSG00000029364	SLC39A9
14	69191498	69244020	ENSG00000081177	EXD2
14	63597039	63641871	ENSG00000140006	WDR89
14	67447084	67533739	ENSG00000198133	TMEM229B
14	22956950	22957029	ENSG00000284118	MIR4707
14	23156309	23156414	ENSG00000202229	RNU6-1138P
14	23185316	23273477	ENSG00000215277	RNF212B
14	23259460	23259566	ENSG00000252347	RNU6-1046P
14	23388596	23388666	ENSG00000199157	MIR208A
14	23417987	23418063	ENSG00000215991	MIR208B
14	81471547	81533853	ENSG00000071537	SEL1L
14	81605338	81623086	ENSG00000258977	LINC01467
14	81260652	81436465	ENSG00000140022	STON2
14	93948226	93948302	ENSG00000265768	MIR4506
14	94104836	94116695	ENSG00000165949	IFI27
14	103094725	103110559	ENSG00000205436	EXOC3L4
14	31291788	31420550	ENSG00000129493	HEATR5A
14	31320224	31320634	ENSG00000283016	ATP5MC1P2
14	73537143	73543796	ENSG00000184227	ACOT1
14	73539221	73539781	ENSG00000258408	NT5CP2
14	73567620	73575658	ENSG00000119673	ACOT2
14	73571159	73571667	ENSG00000258524	NT5CP1
14	73591873	73595766	ENSG00000177465	ACOT4
14	73610945	73619888	ENSG00000205669	ACOT6
14	73631475	73632019	ENSG00000258972	NDUFB8P1
14	73644875	73703732	ENSG00000119661	DNAL1
14	73659564	73659660	ENSG00000251907	RNU6-240P
14	73711783	73714384	ENSG00000176903	PNMA1
14	73715122	73790285	ENSG00000156030	MIDEAS
14	73758747	73758819	ENSG00000264741	MIR4505
14	73822559	73830135	ENSG00000258586	LINC02274
14	73851831	73885726	ENSG00000140043	PTGR2
14	73886617	73932521	ENSG00000119725	ZNF410
14	77376689	77392163	ENSG00000100583	SAMD15
14	77394021	77423523	ENSG00000165555	NOXRED1
14	93918894	93929608	ENSG00000140067	FAM181A
14	24809454	25050147	ENSG00000168952	STXBP6
14	67819779	68730218	ENSG00000182185	RAD51B
14	39397684	39432466	ENSG00000165355	FBXO33
14	105880002	105932642	ENSG00000226777	FAM30A
14	61680723	61695892	ENSG00000258777	HIF1A-AS1
14	90820064	90828202	ENSG00000258884	LINC02321
14	97427071	97582146	ENSG00000246084	LINC02325
14	38738155	38948273	ENSG00000259070	LINC00639
14	82642605	82746664	ENSG00000258743	LINC02301
14	75423683	75427741	ENSG00000259319	JDP2-AS1
14	75294404	75298109	ENSG00000259687	LINC01220
14	98135986	98163151	ENSG00000258511	LINC02295
14	101552221	101560438	ENSG00000258498	DIO3OS
14	23938219	24052555	ENSG00000215256	DHRS4-AS1
14	105092739	105100131	ENSG00000257556	LINC02298
14	85911438	86161539	ENSG00000258733	LINC02328
14	88024519	88098025	ENSG00000258867	LINC01146
14	20919290	20920303	ENSG00000136315	RNASE2CP
14	49927571	50105102	ENSG00000214900	LINC01588
14	64341673	64387986	ENSG00000234911	TEX21P
14	24036439	24051028	ENSG00000225766	DHRS4L1
14	76959636	76965802	ENSG00000258602	LINC01629
14	34911580	34982584	ENSG00000258704	SRP54-AS1
14	70809841	70815994	ENSG00000259153	MAP3K9-DT
14	95157645	95181475	ENSG00000235706	DICER1-AS1
14	55496786	55580888	ENSG00000186615	KTN1-AS1
14	95521943	95534889	ENSG00000247092	SNHG10
14	28765640	28823817	ENSG00000186960	LINC01551
14	97924637	97978124	ENSG00000246223	LINC01550
14	58265365	58298134	ENSG00000257621	PSMA3-AS1
14	31100117	31207804	ENSG00000092148	HECTD1
14	103556545	103562657	ENSG00000166170	BAG5
14	103561896	103714249	ENSG00000126214	KLC1
15	20657638	20688408	ENSG00000258590	NBEAP1
15	21080812	21081447	ENSG00000258771	BCAR1P2
15	20011153	20011169	ENSG00000271336	IGHD1OR15-1A
15	21019388	21020851	ENSG00000259698	FAM30C
15	21683038	21683962	ENSG00000279445	OR4N3BP
15	20003840	20003862	ENSG00000270961	IGHD5OR15-5A
15	21372793	21373881	ENSG00000258712	CXADRP2
15	20593494	20599195	ENSG00000258916	SPATA31E2P
15	21637909	21638992	ENSG00000182974	OR4M2B
15	24101827	24823365	ENSG00000259905	PWRN1
15	22009547	22010529	ENSG00000258721	OR11H3P
15	21980277	21981245	ENSG00000285405	OR11J6P
15	20008402	20008432	ENSG00000282599	IGHD2OR15-2A
15	23083094	23121324	ENSG00000276172	ELMO2P1
15	22160431	22160868	ENSG00000270505	IGHV1OR15-1
15	22152276	22152897	ENSG00000223877	RPS8P10
15	21552815	21557161	ENSG00000284988	LINC02203
15	21651844	21652968	ENSG00000279408	OR4N4C
15	25902119	26053123	ENSG00000206187	LINC02346
15	20012741	20014208	ENSG00000277988	FAM30B
15	25456271	25578813	ENSG00000235731	LINC02250
15	22983192	23039572	ENSG00000275835	TUBGCP5
15	22606022	22617854	ENSG00000277561	GOLGA8IP
15	21490354	21509404	ENSG00000281347	NF1P9
15	21595684	21596526	ENSG00000259324	OR11K1BP
15	23127066	23136822	ENSG00000273976	GOLGA6L1
15	26115726	26134001	ENSG00000259150	LINC00929
15	21010494	21010516	ENSG00000270824	IGHD5OR15-5B
15	22125511	22126434	ENSG00000259435	OR4N3P
15	24908932	24909825	ENSG00000241061	RPL5P1
15	21971706	21972645	ENSG00000283524	OR11J7P
15	20940380	21058440	ENSG00000258710	LINC01193
15	22178107	22178542	ENSG00000271288	IGHV1OR15-3
15	19987656	19988117	ENSG00000259490	IGHV3OR15-7
15	20639464	20639890	ENSG00000270685	IGHV1OR15-6
15	21383821	21384064	ENSG00000258848	GRAMD4P6
15	21015048	21015078	ENSG00000282268	IGHD2OR15-2B
15	20813299	20814958	ENSG00000259089	GRAMD4P5
15	23157366	23170711	ENSG00000175676	GOLGA8DP
15	20531856	20541800	ENSG00000277322	GOLGA6L6
15	27340524	27340804	ENSG00000258624	SERPINE4P
15	26866911	26949208	ENSG00000186297	GABRA5
15	20775464	20775998	ENSG00000258420	LONRF2P3
15	24978583	25420336	ENSG00000224078	SNHG14
15	21011451	21011469	ENSG00000270451	IGHD4OR15-4B
15	21160305	21167357	ENSG00000258684	BMS1P16
15	39588357	39588882	ENSG00000278621	THBS1-AS1
15	21927657	21946641	ENSG00000258997	NF1P2
15	22727104	22744918	ENSG00000275325	PDCD6IPP1
15	40569299	40574949	ENSG00000166133	RPUSD2
15	19964666	19965101	ENSG00000188403	IGHV1OR15-9
15	22867052	22981063	ENSG00000273749	CYFIP1
15	26395037	26455217	ENSG00000235160	LINC02248
15	34849137	34850395	ENSG00000259751	TUBAP11
15	30195809	30217552	ENSG00000225930	LINC02249
15	20005905	20005935	ENSG00000282520	IGHD3OR15-3A
15	27895704	27896582	ENSG00000228992	RPL5P32
15	40807086	40815084	ENSG00000166140	ZFYVE19
15	24162754	24169948	ENSG00000260551	PWRN2
15	23179869	23182049	ENSG00000274099	ABCB10P1
15	25865295	25877211	ENSG00000259011	ATP10A-DT
15	20562375	20575696	ENSG00000181984	GOLGA8CP
15	30098826	30102093	ENSG00000261792	DNM1P28
15	21017800	21017816	ENSG00000270185	IGHD1OR15-1B
15	38628005	39180499	ENSG00000175779	LINC02694
15	35181799	35238197	ENSG00000259516	ANP32AP1
15	40087890	40108892	ENSG00000104081	BMF
15	34978341	34988287	ENSG00000198146	ZNF770
15	38139595	38226897	ENSG00000259380	LINC02895
15	26964917	26970385	ENSG00000259122	TVP23BP1
15	42313687	42314386	ENSG00000260571	BNIP3P5
15	35919892	36049537	ENSG00000259245	LINC02853
15	19967414	19968352	ENSG00000258706	SLC20A1P3
15	20379495	20506180	ENSG00000180229	HERC2P3
15	39581079	39599466	ENSG00000137801	THBS1
15	34851782	34969742	ENSG00000021776	AQR
15	40217428	40277487	ENSG00000137843	PAK6
15	21911559	21912590	ENSG00000258585	ZNF519P3
15	34751032	34754998	ENSG00000159248	GJD2
15	36889204	37101299	ENSG00000134138	MEIS2
15	41163162	41164374	ENSG00000157021	CIBAR1P1
15	22427039	22437902	ENSG00000185182	GOLGA8EP
15	42739118	42743202	ENSG00000246283	TTBK2-AS1
15	27754875	28099315	ENSG00000104044	OCA2
15	30150872	30153409	ENSG00000260897	DNM1P30
15	21552795	21653276	ENSG00000280709	LINC02203
15	21609102	21610043	ENSG00000285491	OR1Q1BP
15	20901441	20901609	ENSG00000258799	ZNF519P2
15	39934115	40035591	ENSG00000128829	EIF2AK4
15	26543546	26939539	ENSG00000166206	GABRB3
15	21344548	21345085	ENSG00000258415	LONRF2P4
15	22056709	22057638	ENSG00000284892	OR4H6P
15	20835372	20866314	ENSG00000230031	POTEB2
15	19972782	19973218	ENSG00000259337	IGHV1OR15-2
15	42571927	42572433	ENSG00000260490	MYL12BP1
15	35217345	35546193	ENSG00000134146	DPH6
15	30103720	30131757	ENSG00000178081	ULK4P3
15	20969282	20970215	ENSG00000258494	OR11J5P
15	40088832	40089386	ENSG00000259409	BMF-AS1
15	40769980	40772449	ENSG00000188277	C15orf62
15	38252836	38357249	ENSG00000166068	SPRED1
15	42067009	42094562	ENSG00000159337	PLA2G4D
15	22194885	22195317	ENSG00000270356	IGHV1OR15-4
15	44063511	44064313	ENSG00000224055	GAPDHP55
15	32765544	33194714	ENSG00000248905	FMN1
15	39586561	39587293	ENSG00000276107	THBS1-IT1
15	22401208	22406944	ENSG00000274279	SPATA31E3P
15	38454127	38487710	ENSG00000171262	FAM98B
15	20916686	20935658	ENSG00000270831	NF1P1
15	35282596	35282980	ENSG00000259710	NUTF2P6
15	27038978	27161319	ENSG00000228740	GABRG3-AS1
15	42208413	42226990	ENSG00000261002	VPS39-DT
15	21012559	21012589	ENSG00000282089	IGHD3OR15-3B
15	40952962	40956512	ENSG00000128965	CHAC1
15	50348936	50354861	ENSG00000285410	GABPB1-IT1
15	39588357	39782841	ENSG00000150667	FSIP1
15	26971181	27541984	ENSG00000182256	GABRG3
15	33012119	33013068	ENSG00000259686	HNRNPA1P71
15	42581156	42581488	ENSG00000260282	EIF4EBP2P2
15	22773063	22829789	ENSG00000170113	NIPA1
15	58154960	58156061	ENSG00000259671	MTCYBP23
